Date,AAPL,GOOGL,MSFT,AMZN,TSLA,JPM,META,NVDA,BAC,JNJ,PFE,UNH,XOM,CVX,WMT,PG,KO,HD,COP
2024-01-02,,,,,,,,,,,,,,,,,,,
2024-01-03,-0.007487610428786873,-0.004497964424858836,-0.004511719792834601,0.0040042176897152615,0.022604319563849895,0.011286011286011366,0.008080009040569491,0.028195332613570434,-0.006944444444444309,-0.0025585023400935825,0.007766103243490141,-0.0085285848172445,0.02281957068265328,0.012758737699355205,-0.002948187178522188,-0.009313977389517114,-0.004158349966733255,-0.007319328841326467,0.01335002085940773
2024-01-04,0.009063772048846674,0.009571587190490005,0.014910563436938418,-0.005334845302372271,0.019028871391076008,-0.0023494860499265746,0.012415223361919248,0.01391300835992082,0.017026451809060594,0.00800800800800805,-0.003853127833182146,0.006106437281406363,-0.014463981849120788,-0.003752596662869423,0.007360805284680749,0.016533748297996587,0.00968765658927695,0.017222103918228093,-0.005516673528200955
2024-01-05,0.011886833046471645,0.002704144782452289,0.007398599550799245,0.012414333648576914,0.01674179008370902,0.009420076538121824,-0.006948096885813104,-0.03335922407440606,0.02002989536621813,0.010675273088381232,0.014334470989761039,0.006088165658235889,0.025323741007194256,0.017959238582094583,0.010367224581563805,0.010651868860823921,0.012903225806451424,0.01857909197958918,0.01962245404868357
2024-01-08,-0.006219103811194282,-0.005187367872346527,-0.003698360655737809,-0.008685526362092078,-0.02580747308423048,-0.014581510644502749,-0.008529854490717526,-0.013268501730674176,-0.009964830011723214,-0.008535986244166183,-0.015477792732166873,-0.010533786560083636,-0.013471793432500712,-0.01030791595083913,-0.008221040919767608,-0.008393815083622469,-0.005552833578311267,-0.008914579319203697,-0.010231425091351998
2024-01-09,0.01609970047068887,0.013561850699561617,0.015348567818028735,0.014076689234979511,0.03924914675767921,0.02545131695767977,0.03590305892937473,0.07093042679361883,0.03285968028419184,0.015484670176525217,0.028024606971975397,0.023745705764657066,0.030535798956851545,0.024502603818934432,0.017450919289498268,0.02329429735234223,0.020693053046477283,0.02304422209549495,0.028304208712773837
2024-01-10,0.013475811970311113,0.0047569127815554335,0.00842689345813774,0.005276289158466785,0.022167487684729092,0.014025974025974053,0.010123490297190951,0.030337889216011327,0.016050444253367768,0.011161939615736527,0.017065602836879412,0.012095287263072407,0.014355387871537673,0.02170087976539592,0.016171516079632298,0.010386864037815524,0.015607401448109348,0.016621481237489633,0.026567735758736166
2024-01-11,-0.012361709863397907,-0.007800133634905171,-0.011210531728890305,-0.007682956941252428,-0.028915662650602414,-0.018385701275045685,-0.014132946423773385,-0.056353486611789294,-0.02200282087447114,-0.010013270599589785,-0.024188276312922197,-0.019073817678350036,-0.021228340742084795,-0.028319938767699893,-0.019410452709626824,-0.015758694983071697,-0.02122940430925213,-0.02188271066470615,-0.02937747726742823
2024-01-12,0.01814357086510654,0.012787917200846932,0.02051695444143964,0.01295511170234831,0.05254243963921401,0.034154827486228,0.03087866564918773,0.0944712936410852,0.04499567349293332,0.020290031684133458,0.03483698079499775,0.034042158046243776,0.042265270182593406,0.048116056190101064,0.034855843117969076,0.0333979610982551,0.04321786986079634,0.041890686711683056,0.05340699815837935
2024-01-16,-0.010537190082644532,-0.008142656497235445,-0.01189960504522869,-0.008018190521780766,-0.03203233169928532,-0.01934507121229123,-0.01768671513549236,-0.04477994796438112,-0.030637593154844045,-0.009316213795162787,-0.01445835131635742,-0.024372283487194113,-0.025700311249444163,-0.023673827268741787,-0.021147677319710123,-0.017490770441203063,-0.010395655546935667,-0.024994497297561646,-0.03207661903314074
2024-01-17,0.022603883900605526,0.0162110810374807,0.021790706070452526,0.015438977465378922,0.06270537750802174,0.03876722511292807,0.03797502422219834,0.0892891395250699,0.066343963553531,0.02344927361504623,0.034158090650317385,0.053625669630529726,0.05576852866009485,0.0484957341715313,0.039143099890763366,0.0376370580263643,0.03668861712135474,0.04933905234906044,0.06541542327626804
2024-01-18,-0.00847414365204957,-0.004663682192283525,-0.00618327738939517,-0.004933639731744988,-0.019789734075448373,-0.013430946221170248,-0.011512432908963643,-0.023279156174611293,-0.017890520694259004,-0.00848156437742964,-0.007198814312936563,-0.011269525107453715,-0.02109449295409349,-0.010217191801774161,-0.010395374642294009,-0.009913921044820362,-0.010133091349062373,-0.013290624850599952,-0.017984816097884604
2024-01-19,0.01776244658394699,0.012521930213188481,0.018919193458276418,0.012322986674710101,0.04535164223418087,0.029738325057189208,0.02943105212076702,0.06230731786467647,0.0513866231647635,0.024414874658429175,0.026231605886116283,0.03318666171870843,0.04610085666342845,0.0336877240697242,0.030156388315137228,0.02668185633769027,0.037280366692131306,0.03660545569068274,0.046686181790887904
2024-01-22,-0.006576284904896812,-0.004043013462709855,-0.006380380330483715,-0.005136736511798912,-0.019313380906734845,-0.012028608582574818,-0.009351509746464592,-0.03017497411876513,-0.020170674941815347,-0.009683966367062813,-0.01163757273482946,-0.011014760463167184,-0.014098775854791024,-0.010644023201578645,-0.012717690192483921,-0.00911055305729136,-0.011341876565031606,-0.010376498632826192,-0.01591968447472214
2024-01-23,0.014614522863835466,0.00921542370915529,0.015601876238492851,0.01258212857294394,0.047858668500886825,0.030437643961829464,0.02543855136581108,0.0723247878204567,0.04988123515439424,0.022777842838739737,0.03511354079058027,0.03400031129481351,0.03904778215447857,0.032215170746449084,0.032203783219217685,0.028172334531738175,0.037991656734207346,0.026496634785688977,0.04773008817314017
2024-01-24,0.00938519447929731,0.0061919935920877744,0.00879251154634586,0.006846044114158234,0.02148903092071186,0.012454095481398753,0.016454711917124554,0.025571983419824473,0.016842634489693253,0.012709681112955895,0.018078407475116798,0.017662111759688237,0.027443547057854012,0.015634149197798264,0.015627635055371236,0.01593579822298663,0.022391273144825696,0.01865783237858598,0.023994992349422706
2024-01-25,-0.012181782020684206,-0.00880857529514778,-0.011702778797894386,-0.009008871167634158,-0.030067304765448055,-0.018135940703359,-0.021666707795573004,-0.04738642692338302,-0.03288009888751553,-0.01944711402566568,-0.0245411013567437,-0.031588462486646485,-0.038341220822972644,-0.02369558950706252,-0.023357502629102744,-0.02448795350674271,-0.03439561982310824,-0.029856813767559442,-0.0362697819737825
2024-01-26,0.024059998993305465,0.017071842110776725,0.022567939158223194,0.01581620837128872,0.06084803682265161,0.04224221008673301,0.0414680287552025,0.08278350343260898,0.06518404907975461,0.033323724416258305,0.052362446308038546,0.055241586477266846,0.07139878221703211,0.05049013818353587,0.04409181071124957,0.04499971079877385,0.06309973829601634,0.05070304497625466,0.06892663330749182
2024-01-29,0.011796510199066246,0.007628739266720919,0.008357963079606678,0.006924706733502095,0.028465305854123324,0.014280577387373539,0.013998885901814084,0.03582061922465796,0.02663786897048226,0.01361379233387261,0.017298347910592815,0.02269291389237349,0.025924484235110956,0.0187756478722807,0.018672311784182716,0.015387169978413606,0.024206783369802976,0.015265653387690037,0.024197270389661796
2024-01-30,-0.017051250910857352,-0.012416138253903863,-0.0154962400595825,-0.010735256381228409,-0.052542427051040286,-0.02420866042035963,-0.027324623211598675,-0.05461315064412853,-0.044179523141654964,-0.020806957670501447,-0.031906763469621735,-0.03686172136690302,-0.04128092275003792,-0.036197097610770834,-0.03079874247349068,-0.028454619787408042,-0.03258111897449589,-0.031774436418392504,-0.04222994721256601
